Prompt,Entities
"Allow access for IP ""67.169.98.17"" from ""105.14.49.28"" source and ""LAN"" zone to ""DMZ"" zone with Service ""SSH""","{""IP"": [""67.169.98.17"", ""105.14.49.28""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""SSH""}"
"Allow access for IP ""102.187.61.141"" from ""30.81.93.137"" source and ""WAN"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""102.187.61.141"", ""30.81.93.137""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""152.69.82.149"" from ""74.102.46.15"" source and ""LAN"" zone to ""WAN"" zone with Service ""HTTPS""","{""IP"": [""152.69.82.149"", ""74.102.46.15""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""177.190.58.71"" from ""45.108.178.80"" source and ""DMZ"" zone to ""LAN"" zone with Service ""Any""","{""IP"": [""177.190.58.71"", ""45.108.178.80""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""Any""}"
"Allow access for IP ""42.34.220.188"" from ""11.240.186.60"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""Any""","{""IP"": [""42.34.220.188"", ""11.240.186.60""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""Any""}"
"Allow access for IP ""130.50.225.166"" from ""71.143.41.88"" source and ""DMZ"" zone to ""LAN"" zone with Service ""FTP""","{""IP"": [""130.50.225.166"", ""71.143.41.88""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""FTP""}"
"Allow access for IP ""183.149.181.111"" from ""60.210.12.126"" source and ""LAN"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""183.149.181.111"", ""60.210.12.126""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""38.91.133.86"" from ""220.165.66.24"" source and ""DMZ"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""38.91.133.86"", ""220.165.66.24""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""113.234.44.99"" from ""155.45.78.31"" source and ""LAN"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""113.234.44.99"", ""155.45.78.31""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""9.231.213.50"" from ""98.35.154.218"" source and ""DMZ"" zone to ""LAN"" zone with Service ""Any""","{""IP"": [""9.231.213.50"", ""98.35.154.218""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""Any""}"
"Allow access for IP ""218.24.107.192"" from ""188.104.183.150"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""Any""","{""IP"": [""218.24.107.192"", ""188.104.183.150""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""Any""}"
"Allow access for IP ""211.102.25.64"" from ""62.11.2.132"" source and ""WAN"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""211.102.25.64"", ""62.11.2.132""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""125.17.55.185"" from ""146.232.200.1"" source and ""DMZ"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""125.17.55.185"", ""146.232.200.1""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""4.177.35.244"" from ""175.205.28.238"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""4.177.35.244"", ""175.205.28.238""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""245.47.146.159"" from ""11.158.117.213"" source and ""WAN"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""245.47.146.159"", ""11.158.117.213""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""208.165.183.132"" from ""224.205.68.138"" source and ""DMZ"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""208.165.183.132"", ""224.205.68.138""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""216.122.148.126"" from ""9.165.170.7"" source and ""WAN"" zone to ""DMZ"" zone with Service ""Any""","{""IP"": [""216.122.148.126"", ""9.165.170.7""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Any""}"
"Allow access for IP ""55.19.111.225"" from ""103.239.251.51"" source and ""DMZ"" zone to ""LAN"" zone with Service ""FTP""","{""IP"": [""55.19.111.225"", ""103.239.251.51""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""FTP""}"
"Allow access for IP ""197.222.80.77"" from ""215.203.10.190"" source and ""LAN"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""197.222.80.77"", ""215.203.10.190""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""50.167.140.25"" from ""20.121.205.90"" source and ""WAN"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""50.167.140.25"", ""20.121.205.90""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""41.153.102.50"" from ""53.154.130.170"" source and ""DMZ"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""41.153.102.50"", ""53.154.130.170""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""131.66.84.165"" from ""7.131.139.17"" source and ""WAN"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""131.66.84.165"", ""7.131.139.17""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""195.155.90.142"" from ""99.239.44.38"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""195.155.90.142"", ""99.239.44.38""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""95.138.100.212"" from ""35.198.162.252"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""HTTP""","{""IP"": [""95.138.100.212"", ""35.198.162.252""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTP""}"
"Allow access for IP ""223.76.132.227"" from ""21.123.230.31"" source and ""WAN"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""223.76.132.227"", ""21.123.230.31""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""186.28.57.112"" from ""45.204.13.90"" source and ""LAN"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""186.28.57.112"", ""45.204.13.90""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""129.105.21.114"" from ""142.136.238.159"" source and ""DMZ"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""129.105.21.114"", ""142.136.238.159""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""150.224.105.75"" from ""199.100.165.142"" source and ""WAN"" zone to ""LAN"" zone with Service ""SSH""","{""IP"": [""150.224.105.75"", ""199.100.165.142""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""SSH""}"
"Allow access for IP ""61.112.23.197"" from ""193.78.154.163"" source and ""WAN"" zone to ""WAN"" zone with Service ""RDP""","{""IP"": [""61.112.23.197"", ""193.78.154.163""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""RDP""}"
"Allow access for IP ""136.157.163.248"" from ""18.103.173.153"" source and ""WAN"" zone to ""WAN"" zone with Service ""RDP""","{""IP"": [""136.157.163.248"", ""18.103.173.153""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""RDP""}"
"Allow access for IP ""13.151.200.186"" from ""10.255.251.63"" source and ""DMZ"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""13.151.200.186"", ""10.255.251.63""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""218.153.118.164"" from ""157.185.141.87"" source and ""LAN"" zone to ""DMZ"" zone with Service ""FTP""","{""IP"": [""218.153.118.164"", ""157.185.141.87""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""FTP""}"
"Allow access for IP ""46.16.233.100"" from ""1.65.60.36"" source and ""LAN"" zone to ""WAN"" zone with Service ""RDP""","{""IP"": [""46.16.233.100"", ""1.65.60.36""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""RDP""}"
"Allow access for IP ""57.180.93.135"" from ""127.125.208.110"" source and ""LAN"" zone to ""WAN"" zone with Service ""HTTP""","{""IP"": [""57.180.93.135"", ""127.125.208.110""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""101.250.106.202"" from ""128.206.134.72"" source and ""DMZ"" zone to ""LAN"" zone with Service ""Telnet""","{""IP"": [""101.250.106.202"", ""128.206.134.72""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""103.162.85.188"" from ""204.184.60.243"" source and ""DMZ"" zone to ""LAN"" zone with Service ""FTP""","{""IP"": [""103.162.85.188"", ""204.184.60.243""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""FTP""}"
"Allow access for IP ""183.3.165.78"" from ""206.106.188.1"" source and ""WAN"" zone to ""DMZ"" zone with Service ""SSH""","{""IP"": [""183.3.165.78"", ""206.106.188.1""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""SSH""}"
"Allow access for IP ""99.144.138.183"" from ""36.227.9.29"" source and ""DMZ"" zone to ""WAN"" zone with Service ""HTTPS""","{""IP"": [""99.144.138.183"", ""36.227.9.29""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""239.87.4.28"" from ""148.189.16.84"" source and ""LAN"" zone to ""WAN"" zone with Service ""HTTP""","{""IP"": [""239.87.4.28"", ""148.189.16.84""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""188.118.8.102"" from ""73.133.38.35"" source and ""WAN"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""188.118.8.102"", ""73.133.38.35""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""101.219.83.174"" from ""17.87.94.162"" source and ""DMZ"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""101.219.83.174"", ""17.87.94.162""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""184.223.176.148"" from ""95.233.10.54"" source and ""WAN"" zone to ""DMZ"" zone with Service ""FTP""","{""IP"": [""184.223.176.148"", ""95.233.10.54""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""FTP""}"
"Allow access for IP ""200.73.48.224"" from ""76.187.55.66"" source and ""LAN"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""200.73.48.224"", ""76.187.55.66""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""90.126.161.49"" from ""181.3.51.222"" source and ""WAN"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""90.126.161.49"", ""181.3.51.222""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""155.29.45.202"" from ""255.197.44.64"" source and ""LAN"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""155.29.45.202"", ""255.197.44.64""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""102.88.112.7"" from ""25.45.134.133"" source and ""DMZ"" zone to ""WAN"" zone with Service ""FTP""","{""IP"": [""102.88.112.7"", ""25.45.134.133""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""FTP""}"
"Allow access for IP ""160.24.145.189"" from ""104.134.103.181"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""FTP""","{""IP"": [""160.24.145.189"", ""104.134.103.181""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""FTP""}"
"Allow access for IP ""210.46.57.37"" from ""198.109.165.247"" source and ""WAN"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""210.46.57.37"", ""198.109.165.247""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""73.82.47.136"" from ""156.187.11.210"" source and ""LAN"" zone to ""DMZ"" zone with Service ""SSH""","{""IP"": [""73.82.47.136"", ""156.187.11.210""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""SSH""}"
"Allow access for IP ""137.236.3.131"" from ""247.210.34.157"" source and ""LAN"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""137.236.3.131"", ""247.210.34.157""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""191.154.143.94"" from ""98.86.25.202"" source and ""DMZ"" zone to ""LAN"" zone with Service ""HTTP""","{""IP"": [""191.154.143.94"", ""98.86.25.202""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""131.247.251.250"" from ""162.189.80.30"" source and ""DMZ"" zone to ""WAN"" zone with Service ""Any""","{""IP"": [""131.247.251.250"", ""162.189.80.30""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""Any""}"
"Allow access for IP ""91.25.155.94"" from ""119.6.196.127"" source and ""WAN"" zone to ""WAN"" zone with Service ""RDP""","{""IP"": [""91.25.155.94"", ""119.6.196.127""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""RDP""}"
"Allow access for IP ""97.215.47.166"" from ""37.155.48.249"" source and ""DMZ"" zone to ""WAN"" zone with Service ""HTTPS""","{""IP"": [""97.215.47.166"", ""37.155.48.249""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""47.150.53.40"" from ""251.144.168.160"" source and ""WAN"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""47.150.53.40"", ""251.144.168.160""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""172.46.206.185"" from ""99.203.127.245"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""172.46.206.185"", ""99.203.127.245""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""143.161.207.250"" from ""117.237.148.24"" source and ""WAN"" zone to ""LAN"" zone with Service ""SSH""","{""IP"": [""143.161.207.250"", ""117.237.148.24""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""SSH""}"
"Allow access for IP ""101.247.15.72"" from ""39.78.138.32"" source and ""WAN"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""101.247.15.72"", ""39.78.138.32""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""184.83.215.20"" from ""141.125.188.49"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""FTP""","{""IP"": [""184.83.215.20"", ""141.125.188.49""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""FTP""}"
"Allow access for IP ""103.166.141.28"" from ""89.154.210.212"" source and ""LAN"" zone to ""WAN"" zone with Service ""SSH""","{""IP"": [""103.166.141.28"", ""89.154.210.212""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""SSH""}"
"Allow access for IP ""75.154.158.223"" from ""207.157.121.23"" source and ""WAN"" zone to ""WAN"" zone with Service ""Telnet""","{""IP"": [""75.154.158.223"", ""207.157.121.23""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""WAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""155.89.45.158"" from ""101.55.40.170"" source and ""LAN"" zone to ""LAN"" zone with Service ""FTP""","{""IP"": [""155.89.45.158"", ""101.55.40.170""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""LAN"", ""Service"": ""FTP""}"
"Allow access for IP ""54.136.255.219"" from ""88.176.227.234"" source and ""WAN"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""54.136.255.219"", ""88.176.227.234""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""63.62.117.28"" from ""243.224.87.235"" source and ""LAN"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""63.62.117.28"", ""243.224.87.235""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""252.160.117.113"" from ""130.92.172.174"" source and ""DMZ"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""252.160.117.113"", ""130.92.172.174""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""117.232.191.38"" from ""244.76.161.128"" source and ""LAN"" zone to ""WAN"" zone with Service ""HTTP""","{""IP"": [""117.232.191.38"", ""244.76.161.128""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""WAN"", ""Service"": ""HTTP""}"
"Allow access for IP ""231.11.34.37"" from ""155.169.145.238"" source and ""LAN"" zone to ""DMZ"" zone with Service ""HTTP""","{""IP"": [""231.11.34.37"", ""155.169.145.238""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTP""}"
"Allow access for IP ""6.66.110.88"" from ""226.51.183.97"" source and ""WAN"" zone to ""LAN"" zone with Service ""SSH""","{""IP"": [""6.66.110.88"", ""226.51.183.97""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""SSH""}"
"Allow access for IP ""76.195.66.31"" from ""191.94.99.9"" source and ""WAN"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""76.195.66.31"", ""191.94.99.9""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""234.237.212.2"" from ""41.62.238.36"" source and ""DMZ"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""234.237.212.2"", ""41.62.238.36""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""71.246.177.196"" from ""110.242.63.154"" source and ""WAN"" zone to ""LAN"" zone with Service ""RDP""","{""IP"": [""71.246.177.196"", ""110.242.63.154""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""RDP""}"
"Allow access for IP ""59.33.140.189"" from ""196.26.151.68"" source and ""DMZ"" zone to ""LAN"" zone with Service ""HTTPS""","{""IP"": [""59.33.140.189"", ""196.26.151.68""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""LAN"", ""Service"": ""HTTPS""}"
"Allow access for IP ""33.102.141.78"" from ""188.134.22.15"" source and ""WAN"" zone to ""LAN"" zone with Service ""Telnet""","{""IP"": [""33.102.141.78"", ""188.134.22.15""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""Telnet""}"
"Allow access for IP ""38.234.86.228"" from ""188.165.176.105"" source and ""DMZ"" zone to ""DMZ"" zone with Service ""RDP""","{""IP"": [""38.234.86.228"", ""188.165.176.105""], ""SourceZone"": ""DMZ"", ""DestinationZone"": ""DMZ"", ""Service"": ""RDP""}"
"Allow access for IP ""211.190.67.123"" from ""180.167.212.162"" source and ""WAN"" zone to ""DMZ"" zone with Service ""Telnet""","{""IP"": [""211.190.67.123"", ""180.167.212.162""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""Telnet""}"
"Allow access for IP ""88.234.100.135"" from ""177.222.0.79"" source and ""LAN"" zone to ""DMZ"" zone with Service ""HTTPS""","{""IP"": [""88.234.100.135"", ""177.222.0.79""], ""SourceZone"": ""LAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTPS""}"
"Allow access for IP ""102.92.250.98"" from ""8.87.193.20"" source and ""WAN"" zone to ""DMZ"" zone with Service ""HTTP""","{""IP"": [""102.92.250.98"", ""8.87.193.20""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""DMZ"", ""Service"": ""HTTP""}"
"Allow access for IP ""149.92.64.247"" from ""210.132.100.97"" source and ""WAN"" zone to ""LAN"" zone with Service ""SSH""","{""IP"": [""149.92.64.247"", ""210.132.100.97""], ""SourceZone"": ""WAN"", ""DestinationZone"": ""LAN"", ""Service"": ""SSH""}"
